RA,Fase,Turma,Nome,Ano_Nascimento,Idade,Genero,Ano_Ingresso,Instituicao_Ensino,Ano_Referencia,Pedra_20,Pedra_21,Pedra_22,INDE_22,Num_Av,Avaliador1,Avaliador2,Avaliador3,IAA,IEG,IPS,IDA,Mat,Por,Ing,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Pedra_23,Pedra_23_1,IPP,Pedra_24,Pedra
RA-101,Fase 4,A,Aluno-101,2007,15,F,2021,Publica,2022,,Ametista,Ametista,7.305,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.3,7.5,7.6,7.2,6.5,9.2,Não,6.833,5.0,Fase 5,-1,,,,,
RA-102,Fase 4,A,Aluno-102,2008,14,M,2019,Publica,2022,Ametista,Ametista,Agata,6.922,4.0,Avaliador-6,Avaliador-27,Avaliador-30,6.7,7.7,6.9,5.7,4.7,6.8,5.5,Não,6.0,10.0,Fase 4,0,,,,,
RA-103,Fase 4,A,Aluno-103,2009,13,F,2020,Privada,2022,Agata,Ametista,Topazio,8.107,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.7,7.5,7.3,7.3,7.3,7.3,Não,7.708,10.0,Fase 3,1,,,,,
RA-104,Fase 4,A,Aluno-104,2004,18,M,2022,Publica,2022,,,Agata,6.315,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.7,7.5,3.7,4.8,5.8,0.3,Não,6.708,2.5,Fase 8,-4,,,,,
RA-105,Fase 4,A,Aluno-105,2005,17,M,2016,Privada,2022,Ametista,Ametista,Agata,6.846,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.2,5.6,6.7,7.2,6.2,6.8,Não,7.417,2.5,Fase 7,-3,,,,,
RA-106,Fase 4,A,Aluno-106,2007,15,F,2016,Privada,2022,Topazio,Ametista,Ametista,7.973,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,8.0,9.4,7.4,7.8,7.2,7.2,Sim,8.375,5.0,Fase 5,-1,,,,,
RA-107,Fase 4,A,Aluno-107,2007,15,F,2018,Publica,2022,Topazio,Agata,Agata,6.258,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,6.4,7.5,4.6,3.3,4.3,6.0,Não,6.5,5.0,Fase 5,-1,,,,,
RA-108,Fase 4,A,Aluno-108,2005,17,F,2019,Publica,2022,Agata,Agata,Quartzo,5.547,4.0,Avaliador-6,Avaliador-27,Avaliador-30,4.6,7.7,5.0,5.0,3.0,5.8,6.2,Não,6.125,2.5,Fase 7,-3,,,,,
RA-109,Fase 4,A,Aluno-109,2006,16,M,2021,Privada,2022,,Ametista,Topazio,8.512,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,10.0,8.8,8.4,7.8,7.5,9.9,Sim,8.667,5.0,Fase 6,-2,,,,,
RA-110,Fase 4,A,Aluno-110,2008,14,M,2017,Privada,2022,Ametista,Topazio,Topazio,8.15,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,9.7,5.6,6.7,8.3,5.7,6.0,Não,8.0,10.0,Fase 4,0,,,,,
RA-111,Fase 4,A,Aluno-111,2009,13,F,2020,Privada,2022,Ametista,Topazio,Topazio,8.646,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,9.4,8.1,8.0,6.7,7.5,9.7,Sim,8.667,10.0,Fase 3,1,,,,,
RA-112,Fase 4,A,Aluno-112,2007,15,F,2016,Privada,2022,Ametista,Ametista,Ametista,7.836,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,7.8,6.3,8.5,9.0,7.5,9.1,Sim,8.833,5.0,Fase 5,-1,,,,,
RA-113,Fase 4,A,Aluno-113,2007,15,F,2017,Privada,2022,Ametista,Agata,Quartzo,3.032,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,0.0,5.0,3.7,3.3,5.5,2.3,Não,3.792,5.0,Fase 5,-1,,,,,
RA-114,Fase 4,A,Aluno-114,2006,16,M,2022,Publica,2022,,,Quartzo,5.894,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,6.3,7.5,5.3,6.0,4.5,,Não,5.0,5.0,Fase 6,-2,,,,,
RA-115,Fase 4,A,Aluno-115,2006,16,F,2019,Publica,2022,Ametista,Ametista,Quartzo,5.886,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,6.8,6.3,3.8,3.0,5.7,2.7,Não,5.583,5.0,Fase 6,-2,,,,,
RA-116,Fase 4,B,Aluno-116,2006,16,F,2019,Publica,2022,Ametista,Agata,Agata,6.854,4.0,Avaliador-6,Avaliador-27,Avaliador-30,5.8,8.1,6.3,5.9,5.0,7.2,5.5,Não,7.792,5.0,Fase 6,-2,,,,,
RA-117,Fase 4,B,Aluno-117,2007,15,F,2022,Publica,2022,,,Agata,6.685,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,6.3,6.9,6.1,4.7,6.7,7.0,Não,7.417,5.0,Fase 5,-1,,,,,
RA-118,Fase 4,B,Aluno-118,2008,14,F,2021,Publica,2022,,Ametista,Quartzo,5.597,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,5.3,6.3,3.9,3.7,4.7,3.5,Não,6.958,10.0,Fase 4,0,,,,,
RA-119,Fase 4,B,Aluno-119,2008,14,F,2016,Privada,2022,Ametista,Agata,Ametista,7.501,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,8.2,5.6,5.4,5.7,7.0,3.4,Não,7.875,10.0,Fase 4,0,,,,,
RA-120,Fase 4,B,Aluno-120,2007,15,M,2019,Publica,2022,Ametista,Ametista,Agata,6.825,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,5.9,7.5,6.2,3.7,5.2,9.7,Não,7.667,5.0,Fase 5,-1,,,,,
RA-121,Fase 4,B,Aluno-121,2006,16,F,2021,Publica,2022,,Agata,Ametista,7.245,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.1,8.4,6.3,7.2,5.7,6.8,9.0,Não,7.625,5.0,Fase 6,-2,,,,,
RA-122,Fase 4,B,Aluno-122,2008,14,F,2019,Publica,2022,Agata,Quartzo,Quartzo,5.061,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,3.4,7.5,1.8,1.7,3.7,0.0,Não,4.958,10.0,Fase 4,0,,,,,
RA-123,Fase 4,B,Aluno-123,2006,16,M,2017,Privada,2022,Ametista,Ametista,Ametista,7.084,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.6,5.6,6.5,7.3,6.3,5.9,Não,7.292,5.0,Fase 6,-2,,,,,
RA-124,Fase 4,B,Aluno-124,2008,14,M,2016,Privada,2022,Ametista,Ametista,Ametista,7.388,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,7.8,5.0,6.7,5.7,7.0,7.5,Não,7.167,10.0,Fase 4,0,,,,,
RA-125,Fase 4,B,Aluno-125,2007,15,F,2022,Publica,2022,,,Ametista,7.619,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,8.5,7.5,7.1,5.0,7.2,9.2,Não,7.75,5.0,Fase 5,-1,,,,,
RA-126,Fase 4,B,Aluno-126,2007,15,M,2018,Publica,2022,Ametista,Ametista,Agata,6.289,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.1,5.8,7.5,4.4,4.0,5.0,4.2,Não,7.417,5.0,Fase 5,-1,,,,,
RA-127,Fase 4,B,Aluno-127,2008,14,F,2022,Publica,2022,,,Topazio,8.283,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,8.7,7.5,7.9,7.7,7.7,8.3,Não,8.125,10.0,Fase 4,0,,,,,
RA-128,Fase 4,B,Aluno-128,2007,15,M,2019,Publica,2022,Ametista,Agata,Quartzo,5.563,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,6.2,7.5,5.6,6.7,6.8,3.2,Não,6.167,5.0,Fase 5,-1,,,,,
RA-129,Fase 4,B,Aluno-129,2007,15,M,2019,Publica,2022,Ametista,Ametista,Agata,6.926,4.0,Avaliador-6,Avaliador-27,Avaliador-30,6.7,6.4,7.5,6.7,6.0,5.3,8.7,Não,7.792,5.0,Fase 5,-1,,,,,
RA-130,Fase 4,F,Aluno-130,2006,16,F,2018,Publica,2022,Quartzo,Agata,Quartzo,5.624,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,4.7,5.0,4.1,3.7,5.2,3.5,Não,6.5,5.0,Fase 6,-2,,,,,
RA-131,Fase 4,F,Aluno-131,2007,15,F,2016,Publica,2022,Topazio,Ametista,Ametista,7.174,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,9.0,5.6,5.6,6.0,6.5,4.2,Não,7.75,5.0,Fase 5,-1,,,,,
RA-132,Fase 4,F,Aluno-132,2008,14,F,2019,Privada,2022,Topazio,Ametista,Topazio,8.355,4.0,Avaliador-6,Avaliador-27,Avaliador-30,10.0,8.8,5.6,7.7,6.5,7.5,9.1,Sim,8.458,10.0,Fase 4,0,,,,,
RA-133,Fase 4,F,Aluno-133,2007,15,F,2016,Publica,2022,Ametista,Quartzo,Agata,6.875,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,7.1,7.5,5.6,4.7,7.2,5.0,Não,7.625,5.0,Fase 5,-1,,,,,
RA-134,Fase 4,F,Aluno-134,2007,15,F,2021,Publica,2022,,Agata,Agata,6.607,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,6.8,7.5,4.7,4.7,6.8,2.5,Não,7.375,5.0,Fase 5,-1,,,,,
RA-135,Fase 4,F,Aluno-135,2007,15,F,2019,Publica,2022,Topazio,Ametista,Ametista,7.692,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,7.8,5.6,8.6,8.0,8.2,9.5,Sim,8.583,5.0,Fase 5,-1,,,,,
RA-136,Fase 4,F,Aluno-136,2007,15,M,2019,Publica,2022,Agata,Agata,Agata,6.478,4.0,Avaliador-6,Avaliador-27,Avaliador-30,10.0,6.3,7.5,4.6,5.3,5.7,2.8,Não,6.667,5.0,Fase 5,-1,,,,,
RA-137,Fase 4,F,Aluno-137,2005,17,F,2016,Privada,2022,Quartzo,Agata,Ametista,7.056,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,8.9,5.0,7.3,6.0,7.3,8.5,Não,7.792,2.5,Fase 7,-3,,,,,
RA-138,Fase 4,F,Aluno-138,2007,15,M,2016,Publica,2022,Ametista,Agata,Agata,6.738,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.6,8.0,5.6,5.6,5.0,6.5,5.2,Não,6.375,5.0,Fase 5,-1,,,,,
RA-139,Fase 4,F,Aluno-139,2005,17,M,2019,Publica,2022,Quartzo,Agata,Quartzo,3.738,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.1,3.5,5.0,1.4,1.7,2.7,0.0,Não,3.917,2.5,Fase 7,-3,,,,,
RA-140,Fase 4,F,Aluno-140,2008,14,F,2021,Publica,2022,,Ametista,Ametista,7.407,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,7.6,6.9,5.7,5.0,6.5,5.6,Não,7.667,10.0,Fase 4,0,,,,,
RA-141,Fase 4,F,Aluno-141,2008,14,M,2017,Publica,2022,Agata,Agata,Ametista,7.118,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,8.2,5.6,5.7,5.8,6.2,5.0,Não,5.917,10.0,Fase 4,0,,,,,
RA-142,Fase 4,F,Aluno-142,2008,14,F,2021,Publica,2022,,Agata,Ametista,7.457,4.0,Avaliador-6,Avaliador-27,Avaliador-30,6.7,8.6,5.6,6.3,6.0,6.8,6.0,Não,7.583,10.0,Fase 4,0,,,,,
RA-143,Fase 4,F,Aluno-143,2009,13,M,2019,Privada,2022,Topazio,Topazio,Topazio,8.638,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,9.9,5.6,7.9,9.7,7.7,6.4,Sim,9.5,10.0,Fase 3,1,,,,,
RA-144,Fase 4,F,Aluno-144,2008,14,F,2017,Privada,2022,Agata,Quartzo,Topazio,8.181,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,9.3,5.0,7.9,7.5,7.2,9.0,Não,8.292,10.0,Fase 4,0,,,,,
RA-145,Fase 4,H,Aluno-145,2006,16,M,2017,Publica,2022,Agata,Agata,Quartzo,5.846,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,6.3,8.1,5.2,3.0,4.8,7.8,Não,7.25,5.0,Fase 6,-2,,,,,
RA-146,Fase 4,H,Aluno-146,2007,15,F,2022,Publica,2022,,,Ametista,7.947,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,9.2,7.5,7.9,6.3,7.3,10.0,Não,8.208,5.0,Fase 5,-1,,,,,
RA-147,Fase 4,H,Aluno-147,2008,14,F,2022,Publica,2022,,,Ametista,7.541,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,7.7,7.5,6.1,5.8,4.8,7.7,Não,7.25,10.0,Fase 4,0,,,,,
RA-148,Fase 4,H,Aluno-148,2008,14,M,2022,Publica,2022,,,Ametista,7.894,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,7.9,10.0,5.3,4.7,6.3,5.0,Não,7.708,10.0,Fase 4,0,,,,,
RA-149,Fase 4,H,Aluno-149,2007,15,F,2022,Publica,2022,,,Agata,6.323,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,6.5,7.5,5.0,4.0,6.0,,Não,6.125,5.0,Fase 5,-1,,,,,
RA-150,Fase 4,H,Aluno-150,2006,16,F,2020,Publica,2022,Ametista,Ametista,Agata,6.962,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.6,6.3,6.9,6.9,5.3,6.7,8.6,Não,7.333,5.0,Fase 6,-2,,,,,
RA-151,Fase 4,H,Aluno-151,2006,16,F,2020,Publica,2022,Ametista,Ametista,Ametista,7.563,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,7.5,6.9,8.3,7.3,8.0,9.5,Não,7.958,5.0,Fase 6,-2,,,,,
RA-152,Fase 4,L,Aluno-152,2006,16,F,2022,Publica,2022,,,Agata,6.712,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,7.0,7.5,6.5,4.0,7.0,8.5,Não,6.292,5.0,Fase 6,-2,,,,,
RA-153,Fase 4,L,Aluno-153,2008,14,F,2018,Privada,2022,Agata,Ametista,Ametista,7.535,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.2,5.0,6.6,3.3,7.7,8.8,Não,7.708,10.0,Fase 4,0,,,,,
RA-154,Fase 4,L,Aluno-154,2007,15,M,2017,Publica,2022,Agata,Agata,Agata,6.073,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,6.1,6.3,4.0,3.7,6.2,2.1,Não,6.833,5.0,Fase 5,-1,,,,,
RA-155,Fase 4,L,Aluno-155,2006,16,M,2022,Publica,2022,,,Ametista,7.051,4.0,Avaliador-6,Avaliador-27,Avaliador-30,10.0,8.3,7.5,5.2,4.3,6.8,4.3,Não,6.833,5.0,Fase 6,-2,,,,,
RA-156,Fase 4,L,Aluno-156,2007,15,M,2018,Publica,2022,Ametista,Agata,Ametista,7.357,4.0,Avaliador-6,Avaliador-27,Avaliador-30,10.0,8.3,9.4,4.4,4.7,6.5,2.1,Não,7.792,5.0,Fase 5,-1,,,,,
RA-157,Fase 4,L,Aluno-157,2010,12,F,2018,Privada,2022,Ametista,Topazio,Topazio,8.317,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,10.0,6.3,7.7,7.0,7.5,8.7,Não,8.292,10.0,Fase 3,1,,,,,
RA-158,Fase 4,L,Aluno-158,2005,17,F,2017,Privada,2022,Ametista,Ametista,Ametista,7.302,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,9.8,5.6,6.6,5.0,6.7,8.1,Não,8.125,2.5,Fase 7,-3,,,,,
RA-159,Fase 4,L,Aluno-159,2007,15,F,2021,Publica,2022,,Ametista,Agata,6.49,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,8.1,5.6,4.7,4.3,5.8,3.9,Não,6.458,5.0,Fase 5,-1,,,,,
RA-160,Fase 4,L,Aluno-160,2007,15,F,2021,Publica,2022,,Agata,Agata,6.746,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,7.2,5.6,5.3,2.7,6.0,7.1,Não,8.25,5.0,Fase 5,-1,,,,,
RA-161,Fase 4,L,Aluno-161,2011,11,F,2018,Privada,2022,Ametista,Ametista,Ametista,7.957,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,9.1,5.6,6.9,5.3,6.8,8.5,Não,8.083,10.0,Fase 2,2,,,,,
RA-162,Fase 4,L,Aluno-162,2008,14,F,2021,Publica,2022,,Agata,Ametista,7.215,4.0,Avaliador-6,Avaliador-27,Avaliador-30,6.7,8.5,7.5,5.5,4.7,5.5,6.4,Não,6.542,10.0,Fase 4,0,,,,,
RA-163,Fase 4,L,Aluno-163,2007,15,F,2021,Publica,2022,,Agata,Agata,6.797,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,7.9,5.6,6.7,6.5,6.3,7.4,Não,6.5,5.0,Fase 5,-1,,,,,
RA-164,Fase 4,L,Aluno-164,2006,16,M,2018,Publica,2022,Agata,Agata,Agata,6.776,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,7.3,5.6,6.5,4.7,6.5,8.3,Não,7.208,5.0,Fase 6,-2,,,,,
RA-165,Fase 4,L,Aluno-165,2008,14,F,2017,Privada,2022,Ametista,Ametista,Topazio,8.063,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.1,9.8,5.6,7.6,5.3,7.8,9.7,Não,7.5,10.0,Fase 4,0,,,,,
RA-166,Fase 4,L,Aluno-166,2008,14,M,2020,Publica,2022,Ametista,Ametista,Topazio,8.253,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,9.0,6.3,8.1,7.0,7.2,10.0,Não,7.542,10.0,Fase 4,0,,,,,
RA-167,Fase 4,P,Aluno-167,2006,16,F,2018,Privada,2022,Ametista,Ametista,Ametista,7.798,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,9.7,5.6,7.9,9.3,8.0,6.3,Não,7.833,5.0,Fase 6,-2,,,,,
RA-168,Fase 4,P,Aluno-168,2007,15,F,2018,Privada,2022,Ametista,Ametista,Agata,6.917,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.3,6.3,5.9,4.7,8.2,5.0,Não,7.083,5.0,Fase 5,-1,,,,,
RA-169,Fase 4,P,Aluno-169,2007,15,F,2018,Publica,2022,Agata,Agata,Quartzo,5.159,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,5.1,6.3,3.2,1.3,4.5,3.8,Não,4.792,5.0,Fase 5,-1,,,,,
RA-170,Fase 4,P,Aluno-170,2008,14,F,2018,Privada,2022,Ametista,Ametista,Agata,7.007,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,9.2,5.6,4.9,3.7,6.7,4.3,Não,5.792,10.0,Fase 4,0,,,,,
RA-171,Fase 4,P,Aluno-171,2006,16,M,2022,Publica,2022,,,Agata,6.581,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,6.8,7.5,5.5,3.0,8.0,,Não,6.875,5.0,Fase 6,-2,,,,,
RA-172,Fase 4,P,Aluno-172,2008,14,F,2018,Privada,2022,Ametista,Topazio,Topazio,8.673,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,8.9,9.4,7.3,6.0,7.7,8.1,Sim,8.917,10.0,Fase 4,0,,,,,
RA-173,Fase 4,P,Aluno-173,2005,17,M,2019,Privada,2022,Ametista,Ametista,Ametista,7.816,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,9.2,6.9,7.9,9.0,7.5,7.1,Sim,9.25,2.5,Fase 7,-3,,,,,
RA-174,Fase 4,P,Aluno-174,2007,15,F,2019,Publica,2022,Agata,Agata,Agata,6.075,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,6.2,7.5,4.4,4.0,5.3,3.8,Não,6.042,5.0,Fase 5,-1,,,,,
RA-175,Fase 4,P,Aluno-175,2007,15,F,2018,Privada,2022,Ametista,Ametista,Agata,6.75,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,9.2,5.6,5.9,4.7,7.2,5.9,Não,5.833,5.0,Fase 5,-1,,,,,
RA-176,Fase 3,A,Aluno-176,2009,13,F,2018,Privada,2022,Topazio,Ametista,Topazio,8.427,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.6,9.1,5.6,6.9,5.1,6.8,8.7,Sim,9.083,10.0,Fase 3,0,,,,,
RA-177,Fase 3,A,Aluno-177,2009,13,F,2022,Publica,2022,,,Ametista,7.424,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,8.8,4.4,6.8,6.0,7.5,,Não,6.958,10.0,Fase 3,0,,,,,
RA-178,Fase 3,A,Aluno-178,2009,13,F,2016,Privada,2022,Ametista,Ametista,Agata,7.025,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,8.8,4.4,6.3,6.2,5.3,7.3,Sim,8.458,10.0,Fase 3,0,,,,,
RA-179,Fase 3,A,Aluno-179,2010,12,M,2022,Publica,2022,,,Ametista,7.993,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,9.2,7.5,6.1,3.7,6.7,8.0,Não,8.042,10.0,Fase 3,0,,,,,
RA-180,Fase 3,A,Aluno-180,2010,12,M,2018,Privada,2022,Topazio,Topazio,Topazio,8.442,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,8.3,6.3,8.1,7.7,8.3,8.3,Sim,8.625,10.0,Fase 3,0,,,,,
RA-181,Fase 3,A,Aluno-181,2009,13,F,2019,Privada,2022,Topazio,Ametista,Topazio,8.623,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,9.5,8.8,6.8,6.8,7.3,6.2,Sim,8.458,10.0,Fase 3,0,,,,,
RA-182,Fase 3,A,Aluno-182,2006,16,F,2021,Publica,2022,,Quartzo,Agata,6.328,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.5,8.0,7.5,4.1,1.3,5.7,5.4,Não,6.958,2.5,Fase 6,-3,,,,,
RA-183,Fase 3,A,Aluno-183,2009,13,F,2022,Publica,2022,,,Ametista,7.3,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,8.8,7.5,3.8,0.0,7.5,,Não,7.25,10.0,Fase 3,0,,,,,
RA-184,Fase 3,A,Aluno-184,2006,16,M,2019,Publica,2022,Ametista,Ametista,Ametista,7.28,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,7.7,7.5,7.2,5.0,7.3,9.3,Não,8.0,2.5,Fase 6,-3,,,,,
RA-185,Fase 3,A,Aluno-185,2007,15,M,2021,Publica,2022,,Quartzo,Agata,6.615,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,7.7,7.5,4.5,3.3,5.7,4.5,Não,6.875,5.0,Fase 5,-2,,,,,
RA-186,Fase 3,A,Aluno-186,2009,13,F,2019,Publica,2022,Ametista,Ametista,Ametista,7.832,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,8.5,7.5,6.6,6.0,5.7,8.0,Não,7.5,10.0,Fase 3,0,,,,,
RA-187,Fase 3,A,Aluno-187,2010,12,F,2019,Privada,2022,Ametista,Topazio,Ametista,7.928,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,8.9,7.5,5.8,5.3,7.2,4.8,Não,7.917,10.0,Fase 3,0,,,,,
RA-188,Fase 3,A,Aluno-188,2008,14,M,2021,Publica,2022,,Ametista,Quartzo,5.307,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,6.1,7.5,2.7,3.0,3.2,2.0,Não,7.583,5.0,Fase 4,-1,,,,,
RA-189,Fase 3,A,Aluno-189,2008,14,M,2018,Privada,2022,Ametista,Ametista,Ametista,7.629,4.0,Avaliador-6,Avaliador-27,Avaliador-30,10.0,9.7,5.0,7.2,6.3,7.2,8.0,Não,7.333,5.0,Fase 4,-1,,,,,
RA-190,Fase 3,A,Aluno-190,2009,13,F,2022,Publica,2022,,,Ametista,7.335,4.0,Avaliador-6,Avaliador-27,Avaliador-30,6.7,6.9,8.8,6.3,5.0,7.5,,Não,7.25,10.0,Fase 3,0,,,,,
RA-191,Fase 3,A,Aluno-191,2009,13,M,2019,Privada,2022,Topazio,Topazio,Topazio,8.74,4.0,Avaliador-6,Avaliador-27,Avaliador-30,10.0,9.4,8.8,7.2,8.0,7.2,6.3,Sim,8.5,10.0,Fase 3,0,,,,,
RA-192,Fase 3,B,Aluno-192,2007,15,M,2021,Publica,2022,,Quartzo,Quartzo,4.932,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,3.6,7.5,2.7,1.7,4.7,1.7,Não,4.708,5.0,Fase 5,-2,,,,,
RA-193,Fase 3,B,Aluno-193,2010,12,M,2016,Privada,2022,Topazio,Topazio,Topazio,8.155,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,8.9,5.6,6.7,5.0,6.3,8.7,Sim,8.5,10.0,Fase 3,0,,,,,
RA-194,Fase 3,B,Aluno-194,2008,14,F,2022,Publica,2022,,,Quartzo,4.265,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,6.2,5.0,3.2,3.7,5.8,0.0,Não,3.75,5.0,Fase 4,-1,,,,,
RA-195,Fase 3,B,Aluno-195,2009,13,F,2017,Privada,2022,Ametista,Ametista,Ametista,8.017,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,9.2,5.0,6.3,6.8,6.3,5.8,Não,8.25,10.0,Fase 3,0,,,,,
RA-196,Fase 3,B,Aluno-196,2010,12,M,2018,Privada,2022,Ametista,Topazio,Topazio,8.124,4.0,Avaliador-6,Avaliador-27,Avaliador-30,9.2,9.1,7.5,5.1,4.0,6.0,5.3,Sim,8.625,10.0,Fase 3,0,,,,,
RA-197,Fase 3,B,Aluno-197,2009,13,F,2021,Privada,2022,,Topazio,Topazio,8.218,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.8,9.7,4.4,7.3,6.0,7.5,8.3,Não,8.292,10.0,Fase 3,0,,,,,
RA-198,Fase 3,B,Aluno-198,2009,13,M,2017,Publica,2022,Ametista,Quartzo,Quartzo,5.554,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,6.2,5.0,4.6,5.2,5.8,2.8,Não,5.958,10.0,Fase 3,0,,,,,
RA-199,Fase 3,B,Aluno-199,2009,13,M,2022,Publica,2022,,,Ametista,7.564,4.0,Avaliador-6,Avaliador-27,Avaliador-30,8.3,7.1,7.5,7.5,5.7,7.8,9.0,Não,6.458,10.0,Fase 3,0,,,,,
RA-200,Fase 3,B,Aluno-200,2007,15,M,2018,Privada,2022,Quartzo,Quartzo,Quartzo,5.705,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,5.6,4.4,5.5,4.7,5.0,6.8,Não,4.917,5.0,Fase 5,-2,,,,,
RA-201,Fase 3,B,Aluno-201,2007,15,F,2021,Publica,2022,,Agata,Ametista,7.078,4.0,Avaliador-6,Avaliador-27,Avaliador-30,7.9,7.3,7.5,6.5,6.0,7.2,6.3,Não,7.542,5.0,Fase 5,-2,,,,,
RA-202,Fase 3,B,Aluno-202,2008,14,F,2017,Publica,2022,Ametista,Ametista,Quartzo,5.201,4.0,Avaliador-6,Avaliador-27,Avaliador-30,0.0,5.2,4.4,5.4,6.3,5.8,4.2,Não,6.917,5.0,Fase 4,-1,,,,,
